"","RBD","NOM_RBD","MRUN","RUT_SOSTENEDOR","COD_REG_RBD","COD_COM_RBD","NOM_COM_RBD","DEPENDENCIA.x","RURAL_RBD","CONVENIO_PIE","LATITUD","LONGITUD","ORI_RELIGIOSA","PAGO_MATRICULA","PAGO_MENSUAL","NOMBRE_ACCESIBILIDAD.x","NECESIDAD_AVION","PROM_LECT","PROM_MAT","MAT_TOTAL","RED_DE_ESCUELAS_LIDERES.x","GRUPO","NUMERO_BENEFICIADOS","MONTO_SEP","Grupo","Matricula_Comuna","Matricula_Grupo","PAGO_MATRICULA_2","PAGO_MENSUAL_2","cluster.x","CodGrupo","cluster.y","NOMBRE_ACCESIBILIDAD.y","RED_DE_ESCUELAS_LIDERES.y","DEPENDENCIA.y","Monto_Escuela","MATRICULA_TOTAL","MONTO_ALUMNO","N_TOTAL_COLEGIOS","idGrupo"
"5507",9659,"ESCUELA COLEGIO ALBERTO BLEST GANA",NA,89869000,13,13131,"SAN RAMON","Particular Subvencionado","URBANO",0,-33.51989686,-70.638285,"Católica","GRATUITO","$10.001 A $25.000","Medianamente",0,222,251,1711,0,"89869000",1463,26210323.46625,NA,13742,1711,0,17500,"1","1-Medianamente-0-Particular Subvencionado","1","Medianamente",0,"Particular Subvencionado",17486806246.2125,125554,139277.173536586,86,6
"5508",9660,"ESCUELA PARTIC PARROQUIAL DOMINGO SAVIO",NA,80230500,13,13131,"SAN RAMON","Particular Subvencionado","URBANO",1,-33.53850019,-70.64662425,"Católica","GRATUITO","$1.000 A $10.000","No Accesible",0,NA,NA,1016,0,"80230500",855,15317721.50625,NA,13742,27804,0,5000,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"5509",9663,"ESCUELA PARTICULAR ELSA RAMIREZ",NA,78074250,13,13131,"SAN RAMON","Particular Subvencionado","URBANO",0,-33.53194427,-70.63607961,"Laica","GRATUITO","$10.001 A $25.000","Accesible",0,NA,NA,389,0,"78074250",250,8957731.875,NA,13742,389,0,17500,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"5510",9664,"COLEGIO PARTICULAR PUERTO NAVARINO",NA,76435615,13,13112,"LA PINTANA","Particular Subvencionado","URBANO",0,-33.57873929,-70.6572898999999,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,288,0,"76435615",260,4658020.575,NA,34134,288,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"5511",9665,"CENTRO EDUCACIONAL SANTA ROSA DEL SUR",NA,76236060,13,13112,"LA PINTANA","Particular Subvencionado","URBANO",0,-33.58464194,-70.62843515,"Laica","GRATUITO","GRATUITO","No Accesible",0,242,234,813,0,"76236060",745,26694040.9875,NA,34134,813,0,0,"1","1-No Accesible-0-Particular Subvencionado","1","No Accesible",0,"Particular Subvencionado",7364004471.31125,86588,85046.4783955196,66,10
"5512",9666,"ESC. PART. CELESTIN FREINET",NA,70638100,13,13112,"LA PINTANA","Particular Subvencionado","URBANO",1,-33.55705444,-70.6412224,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,385,1,"70638100",364,6521228.805,NA,34134,385,0,0,"2","2-Accesible-1-Particular Subvencionado","2","Accesible",1,"Particular Subvencionado",52743125.28,2314,22793.053275713,4,16
"5513",9668,"ESCUELA PARTICULAR FORJADORES DEL FUTURO",NA,87677400,13,13112,"LA PINTANA","Particular Subvencionado","URBANO",1,-33.58622093,-70.61573645,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,225,0,"87677400",212,3798078.315,NA,34134,225,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"5514",9669,"COLEGIO NUESTRO MUNDO",17258285,NA,13,13131,"SAN RAMON","Particular Subvencionado","URBANO",0,-33.53062828,-70.64247198,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,310,0,NA,274,4908837.0675,NA,13742,72111,0,0,"4","4-No Accesible-0-Particular Subvencionado","4","No Accesible",0,"Particular Subvencionado",1929872197.8825,9583,201384.973169415,36,48
"5515",9673,"ESCUELA PARTICULAR ARTURO MATTE LARRAIN",NA,82648400,13,13131,"SAN RAMON","Particular Subvencionado","URBANO",1,-33.54829191,-70.6490462799999,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,1126,0,"82648400",1041,37299995.5275,NA,13742,19762,0,0,"1","1-Accesible-0-Particular Subvencionado","1","Accesible",0,"Particular Subvencionado",14295903632.3575,117605,121558.638088155,85,2
"5516",9674,"ESCUELA BASICA ALAS DE AGUILA",NA,76118705,13,13131,"SAN RAMON","Particular Subvencionado","URBANO",1,-33.52069352,-70.63652105,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,224,0,"76118705",202,3618923.6775,NA,13742,224,0,0,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"5517",9676,"ESCUELA PARTICULAR SAN MARCELO",NA,96706860,13,13111,"LA GRANJA","Particular Subvencionado","URBANO",1,-33.55179343,-70.63212206,"Laica","GRATUITO","$10.001 A $25.000","No Accesible",0,NA,NA,295,0,"96706860",269,4819259.74875,NA,17615,295,0,17500,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"5518",9680,"COMPLEJO EDUC.STA.RITA DE CASIA-ANEXO 1",NA,70294200,13,13112,"LA PINTANA","Particular Subvencionado","URBANO",0,-33.59107699,-70.61990243,"Católica","GRATUITO","GRATUITO","Accesible",0,NA,NA,530,0,"70294200",499,8939816.41125,NA,34134,530,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"5519",9684,"COLEGIO SAN GREGORIO DE LA SALLE",NA,70067400,13,13111,"LA GRANJA","Particular Subvencionado","URBANO",0,-33.53655435,-70.62082979,"Católica","GRATUITO","$25.001 A $50.000","Medianamente",0,298,324,1020,0,"70067400",874,31316230.635,NA,17615,2272,0,37500,"1","1-Medianamente-0-Particular Subvencionado","1","Medianamente",0,"Particular Subvencionado",17486806246.2125,125554,139277.173536586,86,6
"5520",9685,"ESCUELA BASICA PARTIC ESTRELLA DE CHILE",NA,76109729,13,13111,"LA GRANJA","Particular Subvencionado","URBANO",1,-33.53000508,-70.6314954,"Católica","GRATUITO","$10.001 A $25.000","No Accesible",0,NA,NA,299,0,"76109729",249,4460950.47375,NA,17615,299,0,17500,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
"5521",9686,"LICEO TÉCNICO CLOTARIO BLEST RIFFO",NA,71499900,13,13121,"PEDRO AGUIRRE CERDA","Administración Delegada","URBANO",0,-33.50164846,-70.68163149,"Laica","$1.000 A $10.000","GRATUITO","Accesible",0,209,205,278,0,"71499900",0,0,NA,13788,11591,5000,0,"3","3-Accesible-0-Administración Delegada","3","Accesible",0,"Administración Delegada",23125000,1591,14534.8837209302,4,25
"5522",9687,"LICEO CHRISTA MC AULIFFE",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.54888401,-70.6706120399999,"Laica","$1.000 A $10.000","GRATUITO","Medianamente",0,226,211,226,0,"69255300",189,3386022.64875,NA,34116,6789,5000,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5523",9688,"LICEO JUAN GOMEZ MILLAS",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.54948001,-70.67110271,"Laica","$1.000 A $10.000","GRATUITO","No Accesible",0,201,201,416,0,"69255300",231,4138472.12625,NA,34116,6789,5000,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5524",9690,"CENTRO DUC.CARDENAL JOSE MARIA CARO",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.50831662,-70.6932861899999,"Laica","GRATUITO","GRATUITO","Accesible",0,190,186,272,0,"69255100",98,1755715.4475,NA,10962,4438,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5525",9694,"INSTITUTO COMERCIAL PADRE ALBERTO HURTADO DE PEDRO AGUIRRE CERDA",NA,71499900,13,13121,"PEDRO AGUIRRE CERDA","Administración Delegada","URBANO",0,-33.50209125,-70.68156263,"Laica","$1.000 A $10.000","GRATUITO","Medianamente",0,235,232,242,0,"71499900",0,0,NA,13788,11591,5000,0,"3","3-Medianamente-0-Administración Delegada","3","Medianamente",0,"Administración Delegada",58080000,3548,16369.785794814,8,31
"5526",9695,"LICEO POLIVALENTE EUGENIO PEREIRA SALAS",NA,69254900,13,13121,"PEDRO AGUIRRE CERDA","Municipal","URBANO",1,-33.49472056,-70.68331155,"Laica","GRATUITO","GRATUITO","No Accesible",0,204,208,393,0,"69254900",204,3654754.605,NA,13788,3274,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5527",9697,"LICEO POLIVALENTE",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.51331038,-70.68295849,"Laica","GRATUITO","GRATUITO","Accesible",0,195,205,297,0,"69255100",175,3135206.15625,NA,10962,4438,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5528",9698,"ESCUELA BASICA AVIADORES",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.55008996,-70.66441069,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,328,0,"69255300",282,5052160.7775,NA,34116,6789,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5529",9699,"COLEGIO NACIONES UNIDAS",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.5267235,-70.67379785,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,293,0,"69072000",229,4102641.19875,NA,23188,1923,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5530",9700,"COLEGIO PALESTINO",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.52740653,-70.65477289,"Otro","GRATUITO","GRATUITO","Accesible",0,NA,NA,211,0,"69072000",172,3081459.765,NA,23188,1923,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5531",9701,"LICEO POLIVALENTE OLOF PALME",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.54562584,-70.65841682,"Laica","GRATUITO","GRATUITO","Medianamente",0,243,226,403,0,"69072000",339,6073342.21125,NA,23188,1923,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"5532",9702,"ESCUELA BASICA MARIO ARCE GATICA",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.56250224,-70.6646441399999,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,363,0,"69255300",331,5930018.50125,NA,34116,6789,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"5533",9703,"ESCUELA ESPERANZA JOVEN",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.51866183,-70.6680738,"Católica","GRATUITO","GRATUITO","Accesible",0,NA,NA,222,0,"69072000",186,3332276.2575,NA,23188,1923,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5534",9704,"ESCUELA LO VALLEDOR",NA,69254900,13,13121,"PEDRO AGUIRRE CERDA","Municipal","URBANO",1,-33.50497266,-70.68580051,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,122,0,"69254900",113,2024447.40375,NA,13788,3274,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5535",9705,"ESCUELA BASICA SALOMON SACK",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.52018768,-70.68889316,"Otro","GRATUITO","GRATUITO","No Accesible",0,NA,NA,237,0,"69255100",218,3905571.0975,NA,10962,4438,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5536",9706,"ESCUELA BAS. OSCAR ENCALADA YOVANOVICH",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.53480094,-70.66600328,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,297,0,"69072000",237,4245964.90875,NA,23188,1923,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5537",9709,"ESCUELA BLUE STAR COLLEGE",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.5176168,-70.69075305,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,177,0,"69255100",161,2884389.66375,NA,10962,4438,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5538",9710,"ESCUELA BASICA SANTA ADRIANA",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.50814178,-70.67857433,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,188,0,"69255100",171,3063544.30125,NA,10962,4438,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5539",9713,"COMPLEJO EDUCACIONAL FELIPE HERRERA LANE",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.56033158,-70.66630028,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,318,0,"69255300",116,2078193.795,NA,34116,6789,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5540",9714,"ESCUELA BASICA JOSE MARTI",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",0,-33.54192616,-70.68393605,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,365,1,"69255300",342,6127088.6025,NA,34116,6789,0,0,"2","2-Medianamente-1-Municipal","2","Medianamente",1,"Municipal",136607202.86375,5478,24937.4229397134,10,19
"5541",9715,"ESCUELA BASICA VILLA SANTA ELENA",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.56490614,-70.6669115499999,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,263,0,"69255300",245,4389288.61875,NA,34116,6789,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5542",9716,"ESCUELA BASICA ACAPULCO",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.52006563,-70.6795458,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,334,0,"69255100",310,5553793.7625,NA,10962,4438,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"5543",9717,"ESCUELA CIUDAD DE LYON",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.55604055,-70.65696541,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,277,0,"69255300",254,4550527.7925,NA,34116,6789,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5544",9718,"ESCUELA BASICA PAUL HARRIS",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.56638898,-70.65996378,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,265,0,"69255300",237,4245964.90875,NA,34116,6789,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5545",9719,"ESCUELA BASICA",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.51978828,-70.68376696,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,305,0,"69255100",277,9925166.9175,NA,10962,4438,0,0,"2","2-Accesible-0-Municipal","2","Accesible",0,"Municipal",4266015740.69125,206556,20653.0710349312,397,13
"5546",9720,"COLEGIO HERNAN OLGUIN",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.52187518,-70.69702942,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,879,0,"69255100",827,14816088.52125,NA,10962,4438,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"5547",9721,"ESCUELA NEMESIO ANTUNEZ",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.57130292,-70.66353185,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,313,0,"69255300",285,5105907.16875,NA,34116,6789,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5548",9722,"LICEO PORTAL DE LA CISTERNA",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.51554732,-70.65594521,"Laica","GRATUITO","GRATUITO","Accesible",0,196,212,202,0,"69072000",155,2776896.88125,NA,23188,1923,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5549",9726,"LICEO TENIENTE FRANCISCO MERY AGUIRRE",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.53357756,-70.69548281,"Laica","GRATUITO","GRATUITO","Medianamente",0,199,205,385,0,"69255100",149,2669404.09875,NA,10962,4438,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5550",9727,"ESCUELA CIUDAD DE BARCELONA",NA,69254900,13,13121,"PEDRO AGUIRRE CERDA","Municipal","URBANO",1,-33.49747193,-70.69021299,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,222,0,"69254900",199,3565177.28625,NA,13788,3274,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5551",9729,"ESCUELA VILLA SUR",NA,69254900,13,13121,"PEDRO AGUIRRE CERDA","Municipal","URBANO",1,-33.50233314,-70.6822783199999,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,221,0,"69254900",204,3654754.605,NA,13788,3274,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5552",9730,"COLEGIO ANTU",NA,69072000,13,13109,"LA CISTERNA","Municipal","URBANO",1,-33.54052316,-70.6774041599999,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,295,0,"69072000",255,4568443.25625,NA,23188,1923,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5553",9733,"ESCUELA BASICA CLARA  ESTRELLA",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.51579204,-70.6777272,"Católica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,350,0,"69255100",326,5840441.1825,NA,10962,4438,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"5554",9734,"ESCUELA  RAUL SAEZ SAEZ",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.51240751,-70.68955443,"Católica","GRATUITO","GRATUITO","Accesible",0,NA,NA,194,0,"69255100",178,3188952.5475,NA,10962,4438,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5555",9736,"ESCUELA BASICA BERNARDO O´HIGGINS",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.50994357,-70.6956576399999,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,314,0,"69255100",293,5249230.87875,NA,10962,4438,0,0,"3","3-Medianamente-0-Municipal","3","Medianamente",0,"Municipal",1694925487.55125,100738,16825.0857427311,1118,32
"5556",9738,"COLEGIO PARQUE LAS AMERICAS",NA,69254900,13,13121,"PEDRO AGUIRRE CERDA","Municipal","URBANO",1,-33.50260507,-70.69324705,"Laica","GRATUITO","GRATUITO","No Accesible",0,NA,NA,390,0,"69254900",353,6324158.70375,NA,13788,3274,0,0,"2","2-No Accesible-0-Municipal","2","No Accesible",0,"Municipal",4756192501.35875,230084,20671.5482230783,432,21
"5557",9740,"ESCUELA BASICA REPUBLICA DE LAS FILIPINAS",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.52309928,-70.68917334,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,170,0,"69255100",156,2794812.345,NA,10962,4438,0,0,"3","3-Accesible-0-Municipal","3","Accesible",0,"Municipal",1671461363.105,99590,16783.4256763229,1131,26
"5558",9741,"ESCUELA BASICA COEDUCACIONAL",NA,69255100,13,13116,"LO ESPEJO","Municipal","URBANO",1,-33.53110869,-70.70164222,"Laica","GRATUITO","GRATUITO","Medianamente",0,NA,NA,336,0,"69255100",311,5571709.22625,NA,10962,4438,0,0,"2","2-Medianamente-0-Municipal","2","Medianamente",0,"Municipal",4794671239.00625,217202,22074.7103572078,418,17
"5559",9743,"LICEO ELENA CAFFARENA MORICE",NA,69255300,13,13105,"EL BOSQUE","Municipal","URBANO",1,-33.57026317,-70.66736433,"Laica","GRATUITO","GRATUITO","No Accesible",0,213,174,76,0,"69255300",70,1254082.4625,NA,34116,6789,0,0,"3","3-No Accesible-0-Municipal","3","No Accesible",0,"Municipal",1765725885.0225,101768,17350.5019753017,1112,38
"5560",9750,"COLEGIO SOFIA",NA,76681280,13,13116,"LO ESPEJO","Particular Subvencionado","URBANO",0,-33.51875352,-70.70075043,"Laica","GRATUITO","GRATUITO","Accesible",0,NA,NA,516,0,"76681280",496,8886070.02,NA,10962,516,0,0,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"5561",9757,"CENTRO EDUCACIONAL SANTA CLARA",NA,65082087,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",1,-33.52104407,-70.65707284,"Católica","$1.000 A $10.000","$10.001 A $25.000","Medianamente",0,282,273,1014,0,"65082087",371,13293274.1025,NA,23188,1014,5000,17500,"2","2-Medianamente-0-Particular Subvencionado","2","Medianamente",0,"Particular Subvencionado",25051218444.5013,174475,143580.561366965,280,18
"5562",9758,"COLEGIO SANTA ISABEL DE HUNGRIA",NA,70357700,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",1,-33.53079557,-70.66546386,"Católica","$1.000 A $10.000","$10.001 A $25.000","No Accesible",0,270,271,1192,0,"70357700",763,13669498.84125,NA,23188,2193,5000,17500,"2","2-No Accesible-0-Particular Subvencionado","2","No Accesible",0,"Particular Subvencionado",26559162983.09,172417,154040.280152711,277,22
"5563",9759,"LICEO LAURA VICUNA",NA,70083600,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",0,-33.54074769,-70.6647866,"Católica","$1.000 A $10.000","$25.001 A $50.000","Accesible",0,296,274,706,0,"70083600",222,7954465.905,NA,23188,11207,5000,37500,"2","2-Accesible-0-Particular Subvencionado","2","Accesible",0,"Particular Subvencionado",27179668282.2612,186875,145443.040975311,294,14
"5564",9766,"COLEGIO SANTA MARIA DE LOS ANGELES",NA,70021870,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",1,-33.54494693,-70.66794358,"Católica","$1.000 A $10.000","$25.001 A $50.000","Medianamente",0,304,306,564,0,"70021870",0,0,NA,23188,4278,5000,37500,"3","3-Medianamente-0-Particular Subvencionado","3","Medianamente",0,"Particular Subvencionado",28232014674.1037,119292,236663.101248229,623,34
"5565",9767,"LICEO MADRE CECILIA LAZZERI",NA,70021870,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",1,-33.53388406,-70.6676353099999,"Católica","GRATUITO","$25.001 A $50.000","No Accesible",0,306,331,1082,0,"70021870",0,0,NA,23188,4278,0,37500,"5","5-No Accesible-0-Particular Subvencionado","5","No Accesible",0,"Particular Subvencionado",81502179449.7425,139215,585441.07639078,128,61
"5566",9768,"ESCUELA Y LICEO LIAHONA",NA,76409050,13,13105,"EL BOSQUE","Particular Subvencionado","URBANO",0,-33.54688272,-70.66901258,"Otro","GRATUITO","$50.001 A $100.000","Accesible",0,276,309,1511,0,"LIAHONA",0,0,"LIAHONA",34116,2384,0,75000,"5","5-Accesible-0-Particular Subvencionado","5","Accesible",0,"Particular Subvencionado",60509783144.6963,121149,499465.807763137,119,52
"5567",9771,"CHILEAN EAGLES COLLEGE N.3",NA,76390066,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",0,-33.52396166,-70.6510115699999,"Laica","$1.000 A $10.000","$25.001 A $50.000","Medianamente",0,241,257,640,0,"76390066",481,8617338.06375,NA,23188,5635,5000,37500,"2","2-Medianamente-0-Particular Subvencionado","2","Medianamente",0,"Particular Subvencionado",25051218444.5013,174475,143580.561366965,280,18
"5568",9778,"COLEGIO PARTICULAR JOSE ABELARDO NUNEZ",NA,76113487,13,13105,"EL BOSQUE","Particular Subvencionado","URBANO",1,-33.5608982,-70.6645133,"Laica","GRATUITO","$10.001 A $25.000","No Accesible",0,NA,NA,1227,0,"76113487",713,25547451.3075,NA,34116,1227,0,17500,"1","1-No Accesible-0-Particular Subvencionado","1","No Accesible",0,"Particular Subvencionado",7364004471.31125,86588,85046.4783955196,66,10
"5569",9780,"COLEGIO TENIENTE DAGOBERTO GODOY",NA,76021375,13,13105,"EL BOSQUE","Particular Subvencionado","URBANO",0,-33.5597464,-70.65811107,"Laica","GRATUITO","$10.001 A $25.000","Accesible",0,231,245,1517,0,"76021375",962,34469352.255,NA,34116,4583,0,17500,"1","1-Accesible-0-Particular Subvencionado","1","Accesible",0,"Particular Subvencionado",14295903632.3575,117605,121558.638088155,85,2
"5570",9781,"CENTRO POLITECNICO PARTICULAR SAN RAMON",NA,76028415,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",1,-33.53942493,-70.65746279,"Laica","GRATUITO","GRATUITO","Medianamente",0,231,235,2094,0,"76028415",1924,34469352.255,NA,23188,2360,0,0,"1","1-Medianamente-0-Particular Subvencionado","1","Medianamente",0,"Particular Subvencionado",17486806246.2125,125554,139277.173536586,86,6
"5571",9782,"CENTRO EDUCACIONAL LINCOLN COLLEGE",NA,79937760,13,13109,"LA CISTERNA","Particular Subvencionado","URBANO",0,-33.51605567,-70.65938824,"Laica","GRATUITO","$25.001 A $50.000","No Accesible",0,252,259,1,0,"79937760",0,0,NA,23188,1,0,37500,"3","3-No Accesible-0-Particular Subvencionado","3","No Accesible",0,"Particular Subvencionado",29543797034.1237,114356,258349.339204972,612,40
